KO_name,KO_type,KO_equipment,KO_target,ZH_name,ZH_type,ZH_equipment,ZH_target,EN_name,EN_type,EN_equipment,EN_target
아쿠아로빅-몸 기울이기/회전하기,심폐지구력,수중운동,어르신,水中倾斜/旋转,心肺耐力,水中器械,老年人,Aquatic Tilts/Rotations,Cardiovascular Endurance,Aquatic Exercise Equipment,Elderly
아쿠아로빅-엉덩관절 회전하기,심폐지구력,수중운동,어르신,水中髋关节旋转,心肺耐力,水中器械,老年人,Aquatic Hip Joint Rotations,Cardiovascular Endurance,Aquatic Exercise Equipment,Elderly
아쿠아로빅-물누르기/올리기,심폐지구력,수중운동,어르신,水中压/举,心肺耐力,水中器械,老年人,Aquatic Press/Lift,Cardiovascular Endurance,Aquatic Exercise Equipment,Elderly
고정식 트레드밀에서 걷기,심폐지구력,웨이트기계,어르신,固定跑步机步行,心肺耐力,健身器械,老年人,Walking on Fixed Treadmill,Cardiovascular Endurance,Weight Machine,Elderly
스텝박스 오르내리기 ,심폐지구력,스텝박스,어르신,踏步箱上下,心肺耐力,踏步箱,老年人,Step Box Up and Down,Cardiovascular Endurance,Step Box,Elderly
고정식 자전거 타기,심폐지구력,웨이트기계,어르신,固定自行车骑行,心肺耐力,健身器械,老年人,Stationary Bike Riding,Cardiovascular Endurance,Weight Machine,Elderly
물속에서 걷기,심폐지구력,수중운동,어르신,水中行走,心肺耐力,水中器械,老年人,Walking in Water,Cardiovascular Endurance,Aquatic Exercise Equipment,Elderly
아쿠아로빅,심폐지구력,수중운동,어르신,水中有氧运动,心肺耐力,水中器械,老年人,Aquatic Aerobics,Cardiovascular Endurance,Aquatic Exercise Equipment,Elderly
스텝박스,심폐지구력,스텝박스,어르신,踏步箱,心肺耐力,踏步箱,老年人,Step Box,Cardiovascular Endurance,Step Box,Elderly
의자이용 유연성운동 루틴 프로그램,유연성,의자,어르신,使用椅子的柔韧性运动计划,柔韧性,椅子,老年人,Chair-Based Flexibility Routine Program,Flexibility,Chair,Elderly
요통을 위한 스트레칭1,유연성,맨몸,어르신,缓解腰痛的拉伸运动1,柔韧性,无,老年人,Stretching for Lower Back Pain1,Flexibility,None,Elderly
의자 이용 평형성운동 루틴 프로그램,평형성,의자,어르신,使用椅子的平衡运动计划,平衡能力,椅子,老年人,Chair-Based Balance Routine Program,Balance,Chair,Elderly
폼롤러 이용 유연성운동 루틴 프로그램,유연성,폼롤러,어르신,使用泡沫滚轴的柔韧性运动计划,柔韧性,泡沫滚轴,老年人,Foam Roller Flexibility Routine Program,Flexibility,Foam Roller,Elderly
고혈압환자_심폐지구력운동,심폐지구력,맨몸,어르신,高血压患者的心肺耐力训练,心肺耐力,无,老年人,Cardiovascular Endurance Exercise for Hypertension Patients,Cardiovascular Endurance,None,Elderly
의자 이용 근력운동 루틴 프로그램,근력/근지구력,의자,어르신,使用椅子的力量训练计划,肌力/肌耐力,椅子,老年人,Chair-Based Strength Training Routine Program,Muscle Strength/Muscular Endurance,Chair,Elderly
관절염을 위한 근력운동1,근력/근지구력,맨몸,어르신,关节炎患者的力量训练1,肌力/肌耐力,无,老年人,Strength Training for Arthritis1,Muscle Strength/Muscular Endurance,None,Elderly
관절염을 위한 근력운동2,근력/근지구력,맨몸,어르신,关节炎患者的力量训练2,肌力/肌耐力,无,老年人,Strength Training for Arthritis2,Muscle Strength/Muscular Endurance,None,Elderly
치매를 위한 근력운동,근력/근지구력,맨몸,어르신,老年痴呆患者的力量训练,肌力/肌耐力,无,老年人,Strength Training for Dementia,Muscle Strength/Muscular Endurance,None,Elderly
관절염을 위한 심폐지구력 운동,심폐지구력,맨몸,어르신,关节炎患者的心肺耐力训练,心肺耐力,无,老年人,Cardiovascular Endurance Training for Arthritis,Cardiovascular Endurance,None,Elderly
골다공증을 위한 심폐지구력 운동,심폐지구력,맨몸,어르신,骨质疏松症患者的心肺耐力训练,心肺耐力,无,老年人,Cardiovascular Endurance Training for Osteoporosis,Cardiovascular Endurance,None,Elderly
요통을 위한 스트레칭2,유연성,맨몸,어르신,针对下背部疼痛的伸展运动2,柔韧性,无,老年人,Stretches for Low Back Pain 2,Flexibility,None,Elderly
골다공증을 위한 근력운동2,근력/근지구력,맨몸 또는 웨이트기계,어르신,骨质疏松症患者的力量训练2,肌力/肌耐力,无或哑铃,老年人,Strength Training for Osteoporosis 2,Muscle Strength/Muscular Endurance,None or Dumbbells,Elderly
우울증을 위한 심폐지구력 운동,심폐지구력,맨몸 또는 실내자전거,어르신,抑郁症患者的心肺功能训练,心肺功能,无或室内自行车,老年人,Cardiovascular Exercise for Depression,Cardiovascular Endurance,None or Indoor Bicycle,Elderly
의자잡고 서기 평형성운동 루틴 프로그램,평형성,의자,어르신,握椅子站立的平衡性运动常规程序,平衡性,椅子,老年人,Standing Balance Routine with Chair,Balance,Chair,Elderly
골다공증을 위한 스트레칭,유연성,맨몸,어르신,针对骨质疏松的拉伸,柔韧性,无,老年人,Stretching for Osteoporosis,Flexibility,None,Elderly
자기 체중 이용 평형성 운동 루틴 프로그램 ,평형성,맨몸,어르신,使用自身体重的平衡性运动常规程序,平衡性,无,老年人,Bodyweight Balance Exercise Routine,Balance,None,Elderly
엎드려서 다리 굽히기,근력/근지구력,웨이트기계,어르신,仰卧腿部弯曲,肌力/肌耐力,杠铃器械,老年人,Leg Curl (Prone),Muscle Strength/Muscular Endurance,Weight Machine,Elderly
골다공증을 위한 근력운동1,근력/근지구력,맨몸,어르신,针对骨质疏松的力量训练1,肌力/肌耐力,无,老年人,Strength Training for Osteoporosis 1,Muscle Strength/Muscular Endurance,None,Elderly
짐볼 이용 근력운동 루틴 프로그램,근력/근지구력,짐볼,성인,使用健身球的力量训练常规程序,肌力/肌耐力,健身球,成年人,Strength Training Routine with Exercise Ball,Muscle Strength/Muscular Endurance,Exercise Ball,Adults
머신이용 근력운동 루틴프로그램,근력/근지구력,웨이트기계,성인,使用器械的力量训练计划,肌力/肌耐力,重量训练器械,成年人,Machine-Based Strength Training Routine Program,Muscle Strength/Muscular Endurance,Weight Machine,Adults
밴드잡고 머리 위에서 팔꿈치 펴기,근력/근지구력,탄력밴드,성인,握住绷带从头上伸直肘部,肌力/肌耐力,皮筋带,成年人,Holding Band and Extending Elbows from Overhead,Muscle Strength/Muscular Endurance,Resistance Band,Adults
탄력밴드 당기면서 팔 들어올리기,근력/근지구력,탄력밴드,성인,拉紧皮筋带同时抬起手臂,肌力/肌耐力,弹力带,成年人,Pulling Elastic Band while Raising Arms,Muscle Strength/Muscular Endurance,Resistance Band,Adults
수건 이용하여 장딴지 늘리기,근력/근지구력,수건,성인,利用毛巾拉伸小腿肌肉,肌力/肌耐力,毛巾,成年人,Towel Stretch for Calves,Muscle Strength/Muscular Endurance,Towel,Adults
수동적 관절가동범위 운동,근력/근지구력,맨몸,성인,被动关节活动范围运动,肌力/肌耐力,无,成年人,Passive Joint Range of Motion Exercise,Muscle Strength/Muscular Endurance,None,Adults
등척성운동-바깥돌림,근력/근지구력,맨몸,성인,背部扭转运动-外侧转动,肌力/肌耐力,无,成年人,Back Rotational Exercise - Outward Rotation,Muscle Strength/Muscular Endurance,None,Adults
등척성운동-안쪽 돌림,근력/근지구력,맨몸,성인,背部扭转运动-内侧转动,肌力/肌耐力,无,成年人,Back Rotational Exercise - Inward Rotation,Muscle Strength/Muscular Endurance,None,Adults
수건잡고 팔 들어올리기,근력/근지구력,수건,성인,拉起手臂的毛巾,肌力/肌耐力,毛巾,成年人,Towel Pull-up,Muscle Strength/Muscular Endurance,Towel,Adults
굽힘 밸런스운동-60~120도 사이,근력/근지구력,맨몸,성인,弯曲平衡运动-60~120度,肌力/肌耐力,无,成年人,Bending Balance Exercise - 60~120 Degrees,Muscle Strength/Muscular Endurance,None,Adults
벌림 밸런스 운동-60~120도 사이,근력/근지구력,맨몸,성인,分开平衡运动-60~120度,肌力/肌耐力,无,成年人,Spreading Balance Exercise - 60~120 Degrees,Muscle Strength/Muscular Endurance,None,Adults
등척성운동-벌림,근력/근지구력,맨몸,성인,背部扩展运动-展开,肌力/肌耐力,无,成年人,Back Extension Exercise - Spread,Muscle Strength/Muscular Endurance,None,Adults
누워서 막대 잡고 팔 회전하기,근력/근지구력,막대,성인,仰卧持杆进行手臂旋转,肌力/肌耐力,杠铃,成年人,Lying Down Bar Rotation,Muscle Strength/Muscular Endurance,Barbell,Adults
진자운동,근력/근지구력,맨몸,성인,脚踝转动,肌力/肌耐力,无,成年人,Ankle Circles,Muscle Strength/Muscular Endurance,None,Adults
막대 잡고 대각선으로 팔 들어올리기,근력/근지구력,막대,성인,持杆斜向举手,肌力/肌耐力,杠铃,成年人,Barbell Diagonal Raise,Muscle Strength/Muscular Endurance,Barbell,Adults
옆으로 누워서팔 앞으로 당기기,근력/근지구력,맨몸,성인,侧卧向前拉手臂,肌力/肌耐力,无,成年人,Side-Lying Arm Pull,Muscle Strength/Muscular Endurance,None,Adults
테이블 이용하여 팔 들어 올리기,근력/근지구력,테이블,성인,利用桌子举手,肌力/肌耐力,桌子,成年人,Table Assisted Arm Raise,Muscle Strength/Muscular Endurance,Table,Adults
누워서 막대 잡고 팔 들어올리기,근력/근지구력,막대,성인,仰卧持杆举臂,肌力/肌耐力,杠铃,成年人,Lying Down Barbell Arm Raise,Muscle Strength/Muscular Endurance,Barbell,Adults
막대 잡고 팔 안쪽/바깥 돌림,근력/근지구력,막대,성인,握杆进行内/外旋,肌力/肌耐力,杠铃,成年人,Barbell Internal/External Rotation,Muscle Strength/Muscular Endurance,Barbell,Adults
테이블 이용하여 팔 옆으로 벌리기,근력/근지구력,테이블,성인,利用桌子向两侧伸展手臂,肌力/肌耐力,桌子,成年人,Table Assisted Arm Lateral Raise,Muscle Strength/Muscular Endurance,Table,Adults
유산소 운동 전 동적 루틴 스트레칭,유연성,맨몸,성인,有氧运动前动态拉伸,柔韧性,无,成年人,Dynamic Stretching Routine before Cardio Workout,Flexibility,None,Adults
자가근막이완술 루틴 스트레칭,유연성,맨몸,성인,自我肌膜松解拉伸,柔韧性,无,成年人,Self-Myofascial Release Stretching Routine,Flexibility,None,Adults
좌식생활자를 위한 동적 루틴 스트레칭 ,유연성,맨몸,성인,为久坐者设计的动态伸展,柔韧性,无,成年人,Dynamic Stretching Routine for Sedentary Individuals,Flexibility,None,Adults
작은 공을 이용한 동적 루틴 스트레칭 ,유연성,공,성인,利用小球进行动态伸展,柔韧性,球,成年人,Dynamic Stretching Routine with Small Ball,Flexibility,Ball,Adults
짐볼을 이용한 동적 루틴 스트레칭,유연성,짐볼,성인,利用健身球进行动态伸展,柔韧性,健身球,成年人,Dynamic Stretching Routine with Exercise Ball,Flexibility,Exercise Ball,Adults
팔굽혀펴기(무릎대고 실시),평형성,맨몸,성인,弯举伸展（膝盖着地）,平衡性,无,成年人,Push-Up (Performed on Knees),Balance,None,Adults
빠르게 걷기,평형성,맨몸,성인,快走,平衡性,无,成年人,Fast Walking,Balance,None,Adults
좌 우 회전(목 좌 우 회전),유연성,맨몸,성인,左右旋转（颈部左右旋转）,柔韧性,无,成年人,Left-Right Rotation (Neck Left-Right Rotation),Flexibility,None,Adults
물속에서 걷기,심폐지구력,수중운동,성인,水中行走,心肺耐力,水中运动器材,成年人,Walking in Water,Cardiovascular Endurance,Aquatic Exercise Equipment,Adults
좌 우 굴곡(목 좌 우 굴곡),유연성,맨몸,성인,左右弯曲（颈部左右弯曲）,柔韧性,无,成年人,Left-Right Flexion (Neck Left-Right Flexion),Flexibility,None,Adults
공에 엎드려서 상체 들어올리기,유연성,짐볼,성인,趴在球上提起上半身,柔韧性,健身球,成年人,Prone on Ball Upper Body Lift,Flexibility,Exercise Ball,Adults
앞 뒤 굴곡(목 앞 뒤 굴곡),유연성,맨몸,성인,前后弯曲（颈部前后弯曲）,柔韧性,无,成年人,Forward-Backward Flexion (Neck Forward-Backward Flexion),Flexibility,None,Adults
전신 루틴 스트레칭,유연성,맨몸,성인,全身拉伸例行,柔韧性,无,成年人,Full Body Stretch Routine,Flexibility,None,Adults
상지 루틴 스트레칭,유연성,맨몸,성인,上肢拉伸例行,柔韧性,无,成年人,Upper Body Stretch Routine,Flexibility,None,Adults
하지 루틴 스트레칭1,유연성,맨몸,성인,下肢拉伸例行1,柔韧性,无,成年人,Lower Body Stretch Routine 1,Flexibility,None,Adults
하지 루틴 스트레칭2,유연성,맨몸,성인,下肢拉伸例行2,柔韧性,无,成年人,Lower Body Stretch Routine 2,Flexibility,None,Adults
허리 스트레칭,유연성,맨몸,성인,腰部拉伸,柔韧性,无,成年人,Waist Stretching,Flexibility,None,Adults
넙다리 뒤쪽 스트레칭,유연성,맨몸,성인,大腿后侧拉伸,柔韧性,无,成年人,Hamstring Stretch,Flexibility,None,Adults
엉덩이 스트레칭,유연성,맨몸,성인,臀部拉伸,柔韧性,无,成年人,Hip Stretch,Flexibility,None,Adults
배스트레칭,유연성,맨몸,성인,腹部拉伸,柔韧性,无,成年人,Abdominal Stretch,Flexibility,None,Adults
넙다리 안쪽 스트레칭,유연성,맨몸,성인,大腿内侧拉伸,柔韧性,无,成年人,Inner Thigh Stretch,Flexibility,None,Adults
넙다리 앞쪽 스트레칭,유연성,맨몸,성인,大腿前侧拉伸,柔韧性,无,成年人,Quadriceps Stretch,Flexibility,None,Adults
옆구리 스트레칭,유연성,맨몸,성인,侧腰拉伸,柔韧性,无,成年人,Side Stretch,Flexibility,None,Adults
아래 팔 스트레칭,유연성,맨몸,성인,下臂拉伸,柔韧性,无,成年人,Lower Arm Stretch,Flexibility,None,Adults
버피운동,민첩성/순발력,맨몸,성인,蛙跳,敏捷性/速度,无,成年人,Burpee Exercise,Agility/Speed,None,Adults
목 스트레칭,유연성,맨몸,성인,颈部拉伸,柔韧性,无,成年人,Neck Stretch,Flexibility,None,Adults
등/어깨 뒤쪽 스트레칭,유연성,맨몸,성인,背部/肩部后侧拉伸,柔韧性,无,成年人,Upper Back/Shoulder Stretch,Flexibility,None,Adults
팔벌려뛰기,민첩성/순발력,맨몸,성인,开合跳,敏捷性/速度,无,成年人,Jumping Jacks,Agility/Speed,None,Adults
가슴/어깨 앞쪽 스트레칭,유연성,맨몸,성인,胸部/肩部前侧拉伸,柔韧性,无,成年人,Chest/Shoulder Front Stretch,Flexibility,None,Adults
사다리 안팎 뛰기,민첩성/순발력,사다리,성인,跳跃练习,敏捷性/速度,梯子,成年人,Ladder Agility Jumps,Agility/Speed,Ladder,Adults
사다리 옆으로 발 옮기기,민첩성/순발력,사다리,성인,横移练习,敏捷性/速度,梯子,成年人,Lateral Ladder Shuffle,Agility/Speed,Ladder,Adults
계단 두발 뛰기,민첩성/순발력,맨몸,성인,双脚跳跃,敏捷性/速度,无,成年人,Stair Double Leg Jumps,Agility/Speed,None,Adults
점프 팔굽혀펴기,민첩성/순발력,맨몸,성인,弹跳俯卧撑,敏捷性/速度,无,成年人,Jumping Push-Ups,Agility/Speed,None,Adults
계단 두 칸씩 뛰기,민첩성/순발력,맨몸,성인,跳两步上台阶,敏捷性/速度,无,成年人,Double Stair Jumps,Agility/Speed,None,Adults
계단 한발 뛰기,민첩성/순발력,맨몸,성인,单脚跳台阶,敏捷性/速度,无,成年人,Single Stair Jumps,Agility/Speed,None,Adults
사다리 좌우 뛰기,민첩성/순발력,사다리,성인,横跳练习,敏捷性/速度,梯子,成年人,Lateral Ladder Jumps,Agility/Speed,Ladder,Adults
무릎 높여 제자리 달리기,민첩성/순발력,맨몸,성인,高膝跑,敏捷性/速度,无,成年人,High Knee Running in Place,Agility/Speed,None,Adults
앉았다 일어서면서 점프하기,민첩성/순발력,맨몸,성인,坐起跳,敏捷性/速度,无,成年人,Sit-Up Jumps,Agility/Speed,None,Adults
스텝퍼 뛰어서 오르내리기,민첩성/순발력,스텝퍼,성인,踏步器上下跳,敏捷性/速度,踏步器,成年人,Step-Up and Down on Stepper,Agility/Speed,Stepper,Adults
스텝퍼 옆으로 뛰어넘기,민첩성/순발력,스텝퍼,성인,踏步器侧跳,敏捷性/速度,踏步器,成年人,Lateral Jumps on Stepper,Agility/Speed,Stepper,Adults
스텝퍼 오르내리기,민첩성/순발력,스텝퍼,성인,踏步器上下运动,敏捷性/速度,踏步器,成年人,Stepping Up and Down on Stepper,Agility/Speed,Stepper,Adults
뛰어 내렸다가 바로 점프하기,민첩성/순발력,스텝퍼,성인,踏步器跳跃,敏捷性/速度,踏步器,成年人,Jumping Off Stepper,Agility/Speed,Stepper,Adults
옆으로 펀치하기,민첩성/순발력,맨몸,성인,侧向冲拳,敏捷性/速度,无,成年人,Side Punches,Agility/Speed,None,Adults
스텝퍼 올라가서 점프하여 착지하기,민첩성/순발력,스텝퍼,성인,踏步器跳跃着陆,敏捷性/速度,踏步器,成年人,Jumping onto Stepper and Landing,Agility/Speed,Stepper,Adults
스텝퍼 뛰어서 넘어가기,민첩성/순발력,스텝퍼,성인,踏步器跳越,敏捷性/速度,踏步器,成年人,Jumping Over Stepper,Agility/Speed,Stepper,Adults
목 굽힘/ 폄 III,근력/근지구력,맨몸,성인,俯身抬头 III,肌肉力量/耐力,无,成年人,Neck Flexion/Extension III,Muscular Strength/Endurance,None,Adults
목 굽힘/ 폄 I,근력/근지구력,맨몸,성인,俯身抬头 I,肌肉力量/耐力,无,成年人,Neck Flexion/Extension I,Muscular Strength/Endurance,None,Adults
목 굽힘/ 폄 II,근력/근지구력,맨몸,성인,俯身抬头 II,肌肉力量/耐力,无,成年人,Neck Flexion/Extension II,Muscular Strength/Endurance,None,Adults
팔굽혀펴기,근력/근지구력,맨몸,성인,俯卧撑,肌肉力量/耐力,无,成年人,Push-Ups,Muscular Strength/Endurance,None,Adults
뒤로 팔굽혀펴기,근력/근지구력,맨몸,성인,后仰俯卧撑,肌肉力量/耐力,无,成年人,Backward Push-Ups,Muscular Strength/Endurance,None,Adults
팔꿈치 굽히기,근력/근지구력,물병,성인,弯曲肘部,肌肉力量/耐力,水瓶,成年人,Elbow Flexion,Muscular Strength/Endurance,Water Bottle,Adults
물병 옆으로 들어올리기,근력/근지구력,물병,성인,侧向举起水瓶,肌肉力量/耐力,水瓶,成年人,Lateral Raise with Water Bottle,Muscular Strength/Endurance,Water Bottle,Adults
허리 굽혀 팔 뒤로 들기,근력/근지구력,물병,성인,弯腰举起水瓶,肌肉力量/耐力,水瓶,成年人,Bend and Lift with Water Bottle,Muscular Strength/Endurance,Water Bottle,Adults
네발기기 자세에서 다리 위로 뻗어올리기,근력/근지구력,맨몸,성인,四肢支撑状态下抬腿,肌肉力量/耐力,无,成年人,Leg Raise in Quadruped Position,Muscular Strength/Endurance,None,Adults
네발기기 자세에서 손바닥으로 바닥밀기,근력/근지구력,맨몸,성인,四肢支撑状态下掌心推地,肌肉力量/耐力,无,成年人,Floor Push-Up in Quadruped Position,Muscular Strength/Endurance,None,Adults
탄력밴드 어깨 가쪽 돌림 ,근력/근지구력,탄력밴드,성인,用弹力带进行肩部外旋,肌肉力量/耐力,弹力带,成年人,Shoulder External Rotation with Resistance Band,Muscular Strength/Endurance,Resistance Band,Adults
서서 탄력밴드 당겨내리기/올리기,근력/근지구력,탄력밴드,성인,站立时使用弹力带下拉/上拉,肌肉力量/耐力,弹力带,成年人,Standing Pull-Down/Pull-Up with Resistance Band,Muscular Strength/Endurance,Resistance Band,Adults
짐볼에 다리 올리고 좌우로 움직이기,근력/근지구력,짐볼,성인,在健身球上抬腿并左右摇摆,肌肉力量/耐力,健身球,成年人,Leg Lift and Side-to-Side Movement on Stability Ball,Muscular Strength/Endurance,Stability Ball,Adults
짐볼에 엎드려서 몸통 젖히기,근력/근지구력,짐볼,성인,俯卧在健身球上做腹部训练,肌肉力量/耐力,健身球,成年人,Prone Trunk Extension on Stability Ball,Muscular Strength/Endurance,Stability Ball,Adults
짐볼에 엎드려서 팔 다리 들기,근력/근지구력,짐볼,성인,俯卧在健身球上做臂部和腿部训练,肌肉力量/耐力,健身球,成年人,Prone Arm and Leg Lift on Stability Ball,Muscular Strength/Endurance,Stability Ball,Adults
엎드려 버티기,근력/근지구력,맨몸,성인,仰卧支撑,肌肉力量/耐力,无,成年人,Plank,Muscular Strength/Endurance,None,Adults
누워서 엉덩이 들어올리기,근력/근지구력,맨몸,성인,仰卧举臀,肌肉力量/耐力,无,成年人,Supine Hip Raise,Muscular Strength/Endurance,None,Adults
누워서 다리 들어올리기,근력/근지구력,맨몸,성인,仰卧抬腿,肌力/肌耐力,无,成年人,Leg Raises While Lying Down,Muscle Strength/Muscular Endurance,None,Adults
옆으로 누워 버티기,근력/근지구력,맨몸,성인,侧卧侧平衡,肌力/肌耐力,无,成年人,Side Plank Hold,Muscle Strength/Muscular Endurance,None,Adults
네발기기 자세로 팔 다리 들기,근력/근지구력,맨몸,성인,四肢支撑站立抬臂抬腿,肌力/肌耐力,无,成年人,Quadruped Arm and Leg Lifts,Muscle Strength/Muscular Endurance,None,Adults
엎드려서 팔 다리 들기,근력/근지구력,맨몸,성인,俯卧身体支撑抬臂抬腿,肌力/肌耐力,无,成年人,Prone Arm and Leg Lifts,Muscle Strength/Muscular Endurance,None,Adults
누워서 팔 다리 동시에 들어올리기,근력/근지구력,맨몸,성인,仰卧抬臂抬腿,肌力/肌耐力,无,成年人,Supine Arm and Leg Raises,Muscle Strength/Muscular Endurance,None,Adults
누워서 하늘 자전거,근력/근지구력,맨몸,성인,仰卧脚踏空,肌力/肌耐力,无,成年人,Supine Bicycle Crunches,Muscle Strength/Muscular Endurance,None,Adults
누워서 다리 좌우로 움직이기,근력/근지구력,공,성인,仰卧侧向踢腿,肌力/肌耐力,球,成年人,Supine Leg Abduction/Adduction,Muscle Strength/Muscular Endurance,Ball,Adults
누워서 수직으로 다리 들어올리기 ,근력/근지구력,맨몸,성인,仰卧抬腿,肌力/肌耐力,无,成年人,Supine Leg Raises,Muscle Strength/Muscular Endurance,None,Adults
짐볼에 다리 올리고 엉덩이 들어올리기,근력/근지구력,짐볼,성인,瑜伽球踢腿抬臀,肌力/肌耐力,瑜伽球,成年人,Stability Ball Leg Raises and Hip Raises,Muscle Strength/Muscular Endurance,Stability Ball,Adults
누워서 공들고 몸 기울이기,근력/근지구력,공,성인,仰卧持球侧身屈体,肌力/肌耐力,球,成年人,Supine Ball Side Bend,Muscle Strength/Muscular Endurance,Ball,Adults
윗몸올리기 ,근력/근지구력,맨몸,성인,仰卧起坐,肌力/肌耐力,无,成年人,Sit-ups,Muscle Strength/Muscular Endurance,None,Adults
소파를 이용한 윗몸올리기,근력/근지구력,맨몸,성인,使用沙发的仰卧起坐,肌力/肌耐力,无,成年人,Sofa Sit-ups,Muscle Strength/Muscular Endurance,None,Adults
서서 뒤꿈치 들기,근력/근지구력,맨몸,성인,站立后跟提起,肌力/肌耐力,无,成年人,Standing Heel Raises,Muscle Strength/Muscular Endurance,None,Adults
서서 다리 뒤로 차기,근력/근지구력,의자,성인,站立后踢腿,肌力/肌耐力,椅子,成年人,Standing Leg Back Kicks,Muscle Strength/Muscular Endurance,Chair,Adults
짐볼 윗몸올리기,근력/근지구력,짐볼,성인,瑜伽球仰卧起坐,肌力/肌耐力,瑜伽球,成年人,Stability Ball Sit-ups,Muscle Strength/Muscular Endurance,Stability Ball,Adults
누워서 배가로근 수축 II,근력/근지구력,맨몸,성인,仰卧屈体练腹肌 II,肌力/肌耐力,无,成年人,Supine Abdominal Crunch II,Muscle Strength/Muscular Endurance,None,Adults
누워서 배가로근 수축 I,근력/근지구력,맨몸,성인,仰卧屈体练腹肌 I,肌力/肌耐力,无,成年人,Supine Abdominal Crunch I,Muscle Strength/Muscular Endurance,None,Adults
서서 다리로 탄력밴드 당기기 II,근력/근지구력,탄력밴드,성인,站立用力拉伸弹力带 II,肌力/肌耐力,弹力带,成年人,Standing Leg Resistance Band Pull II,Muscle Strength/Muscular Endurance,Resistance Band,Adults
서서 다리로 탄력밴드 당기기 I,근력/근지구력,탄력밴드,성인,站立用力拉伸弹力带 I,肌力/肌耐力,弹力带,成年人,Standing Leg Resistance Band Pull I,Muscle Strength/Muscular Endurance,Resistance Band,Adults
앉아서 엉덩관절 굽히기,근력/근지구력,의자,성인,坐姿屈髋,肌力/肌耐力,椅子,成年人,Seated Hip Flexion,Muscle Strength/Muscular Endurance,Chair,Adults
한발 서서 균형잡기,근력/근지구력,맨몸,성인,单脚站立平衡,肌力/肌耐力,无,成年人,Single Leg Standing Balance,Muscle Strength/Muscular Endurance,None,Adults
발등굽힘/발바닥굽힘,근력/근지구력,맨몸,성인,脚背屈曲/脚底屈曲,肌力/肌耐力,无,成年人,Dorsiflexion/Plantar Flexion,Muscle Strength/Muscular Endurance,None,Adults
앉았다 일어서기,근력/근지구력,맨몸,성인,坐起站立,肌力/肌耐力,无,成年人,Sit-to-Stand,Muscle Strength/Muscular Endurance,None,Adults
한발 앞으로 내밀고 앉았다 일어서기,근력/근지구력,맨몸,성인,单腿前伸坐起站立,肌力/肌耐力,无,成年人,Single Leg Forward Sit-to-Stand,Muscle Strength/Muscular Endurance,None,Adults
서서 상체 일으키기,근력/근지구력,물병,성인,站立仰卧起坐,肌力/肌耐力,水瓶,成年人,Standing Sit-up,Muscle Strength/Muscular Endurance,Water Bottle,Adults
윗몸 말아 올리기,근력/근지구력,보슈볼,성인,仰卧起坐,肌力/肌耐力,瑜伽球,成年人,Abdominal Crunches,Muscle Strength/Muscular Endurance,Bosu Ball,Adults
의자 앞에서 앉았다 일어서기,근력/근지구력,의자,성인,椅子前站起,肌力/肌耐力,椅子,成年人,Chair Stand-ups,Muscle Strength/Muscular Endurance,Chair,Adults
의자에 한 다리 올리고 앉앗다 일어서기,근력/근지구력,의자,성인,单腿椅子站起,肌力/肌耐力,椅子,成年人,Single Leg Chair Stand-ups,Muscle Strength/Muscular Endurance,Chair,Adults
의자에 앉아 다리 뻗어 올리기,근력/근지구력,의자,성인,坐在椅子上抬腿,肌力/肌耐力,椅子,成年人,Seated Leg Raises,Muscle Strength/Muscular Endurance,Chair,Adults
서서 균형잡기,근력/근지구력,보슈볼,성인,站立平衡训练,肌力/肌耐力,Bosu球,成年人,Standing Balance Training,Muscle Strength/Muscular Endurance,Bosu Ball,Adults
서서 균형잡으며 몸통 회전하기,근력/근지구력,보슈볼,성인,站立平衡中的身体旋转,肌力/肌耐力,Bosu球,成年人,Standing Balance with Torso Rotation,Muscle Strength/Muscular Endurance,Bosu Ball,Adults
엎드려서 다리 차올리기,근력/근지구력,보슈볼,성인,仰卧抬腿,肌力/肌耐力,Bosu球,成年人,Leg Raises in Supine Position,Muscle Strength/Muscular Endurance,Bosu Ball,Adults
엎드려서 균형잡기,근력/근지구력,보슈볼,성인,仰卧平衡训练,肌力/肌耐力,Bosu球,成年人,Prone Balance Training,Muscle Strength/Muscular Endurance,Bosu Ball,Adults
짝 운동,근력/근지구력,보슈볼,성인,伴侣训练,肌力/肌耐力,Bosu球,成年人,Partner Workout,Muscle Strength/Muscular Endurance,Bosu Ball,Adults
손목 펴기/굽히기,근력/근지구력,프리웨이트,성인,手腕屈伸/伸展,肌力/肌耐力,自由重量,成年人,Wrist Extension/Flexion,Muscle Strength/Muscular Endurance,Free Weights,Adults
덤벨 옆으로 들어올리기,근력/근지구력,프리웨이트,성인,哑铃侧平举,肌力/肌耐力,自由重量,成年人,Dumbbell Lateral Raise,Muscle Strength/Muscular Endurance,Free Weights,Adults
서서 바벨 위로 밀기,근력/근지구력,프리웨이트,성인,站立杠铃推举,肌力/肌耐力,自由重量,成年人,Standing Barbell Press,Muscle Strength/Muscular Endurance,Free Weights,Adults
바벨 들어 팔꿈치 굽히기,근력/근지구력,프리웨이트,성인,杠铃弯举,肌力/肌耐力,自由重量,成年人,Barbell Curl,Muscle Strength/Muscular Endurance,Free Weights,Adults
